SampleID,Flask_No,Enrichment,Carbon,Media,Replicate,Time_Point,Time,Minutes,Hours,Absorbance,Absorbance_300,Biomass_mg
Laura1_TPA_BH_R2_T5,71,Laura1,TPA,BH,R2,T5,06122021_0220pm,7160,119.33,1.607,,
Laura1_TPA_BH_R3_T5,72,Laura1,TPA,BH,R3,T5,06122021_0220pm,7160,119.33,1.289,,
Laura2_TPA_BH_R1_T5,73,Laura2,TPA,BH,R1,T5,06122021_0220pm,7160,119.33,0.958,,
Laura2_TPA_BH_R2_T5,74,Laura2,TPA,BH,R2,T5,06122021_0220pm,7160,119.33,0.753,,
Laura2_TPA_BH_R3_T5,75,Laura2,TPA,BH,R3,T5,06122021_0220pm,7160,119.33,1.409,,
Emma2_DCPET_ARW_R1_T6,1,Emma2,DCPET,ARW,R1,T6,06132021_0352pm,8692,144.87,1.304,,
Emma2_DCPET_ARW_R2_T6,2,Emma2,DCPET,ARW,R2,T6,06132021_0352pm,8692,144.87,1.436,,
Emma2_DCPET_ARW_R3_T6,3,Emma2,DCPET,ARW,R3,T6,06132021_0352pm,8692,144.87,1.387,,
Laura1_DCPET_ARW_R1_T6,4,Laura1,DCPET,ARW,R1,T6,06132021_0352pm,8692,144.87,1.283,,
Laura1_DCPET_ARW_R2_T6,5,Laura1,DCPET,ARW,R2,T6,06132021_0352pm,8692,144.87,0.369,,
Laura1_DCPET_ARW_R3_T6,6,Laura1,DCPET,ARW,R3,T6,06132021_0352pm,8692,144.87,0.907,,
Laura2_DCPET_ARW_R1_T6,7,Laura2,DCPET,ARW,R1,T6,06132021_0352pm,8692,144.87,0.825,,
Laura2_DCPET_ARW_R2_T6,8,Laura2,DCPET,ARW,R2,T6,06132021_0352pm,8692,144.87,0.989,,
Laura2_DCPET_ARW_R3_T6,9,Laura2,DCPET,ARW,R3,T6,06132021_0352pm,8692,144.87,1.241,,
Emma2_Blank_ARW_R1_T6,10,Emma2,Blank,ARW,R1,T6,06132021_0352pm,8692,144.87,0.136,,
Emma2_Blank_ARW_R2_T6,11,Emma2,Blank,ARW,R2,T6,06132021_0352pm,8692,144.87,0.137,,
Emma2_Blank_ARW_R3_T6,12,Emma2,Blank,ARW,R3,T6,06132021_0352pm,8692,144.87,0.058,,
Laura1_Blank_ARW_R1_T6,13,Laura1,Blank,ARW,R1,T6,06132021_0352pm,8692,144.87,0.068,,
Laura1_Blank_ARW_R2_T6,14,Laura1,Blank,ARW,R2,T6,06132021_0352pm,8692,144.87,0.199,,
Laura1_Blank_ARW_R3_T6,15,Laura1,Blank,ARW,R3,T6,06132021_0352pm,8692,144.87,0.103,,
Laura2_Blank_ARW_R1_T6,16,Laura2,Blank,ARW,R1,T6,06132021_0352pm,8692,144.87,0.073,,
Laura2_Blank_ARW_R2_T6,17,Laura2,Blank,ARW,R2,T6,06132021_0352pm,8692,144.87,0.186,,
Laura2_Blank_ARW_R3_T6,18,Laura2,Blank,ARW,R3,T6,06132021_0352pm,8692,144.87,0.22,,
Emma2_DCPET_BH_R1_T6,19,Emma2,DCPET,BH,R1,T6,06132021_0352pm,8692,144.87,1.144,,
Emma2_DCPET_BH_R2_T6,20,Emma2,DCPET,BH,R2,T6,06132021_0352pm,8692,144.87,1.146,,
Emma2_DCPET_BH_R3_T6,21,Emma2,DCPET,BH,R3,T6,06132021_0352pm,8692,144.87,1.098,,
Laura1_DCPET_BH_R1_T6,22,Laura1,DCPET,BH,R1,T6,06132021_0352pm,8692,144.87,1.563,,
Laura1_DCPET_BH_R2_T6,23,Laura1,DCPET,BH,R2,T6,06132021_0352pm,8692,144.87,1.251,,
Laura1_DCPET_BH_R3_T6,24,Laura1,DCPET,BH,R3,T6,06132021_0352pm,8692,144.87,0.941,,
Laura2_DCPET_BH_R1_T6,25,Laura2,DCPET,BH,R1,T6,06132021_0352pm,8692,144.87,0.683,,
Laura2_DCPET_BH_R2_T6,26,Laura2,DCPET,BH,R2,T6,06132021_0352pm,8692,144.87,1.499,,
Laura2_DCPET_BH_R3_T6,27,Laura2,DCPET,BH,R3,T6,06132021_0352pm,8692,144.87,0.936,,
Emma2_Blank_BH_R1_T6,28,Emma2,Blank,BH,R1,T6,06132021_0352pm,8692,144.87,0.347,,
Emma2_Blank_BH_R2_T6,29,Emma2,Blank,BH,R2,T6,06132021_0352pm,8692,144.87,0.106,,
Emma2_Blank_BH_R3_T6,30,Emma2,Blank,BH,R3,T6,06132021_0352pm,8692,144.87,0.283,,
Laura1_Blank_BH_R1_T6,31,Laura1,Blank,BH,R1,T6,06132021_0352pm,8692,144.87,0.2,,
Laura1_Blank_BH_R2_T6,32,Laura1,Blank,BH,R2,T6,06132021_0352pm,8692,144.87,0.509,,
Laura1_Blank_BH_R3_T6,33,Laura1,Blank,BH,R3,T6,06132021_0352pm,8692,144.87,0.194,,
Laura2_Blank_BH_R1_T6,34,Laura2,Blank,BH,R1,T6,06132021_0352pm,8692,144.87,0.216,,
Laura2_Blank_BH_R2_T6,35,Laura2,Blank,BH,R2,T6,06132021_0352pm,8692,144.87,0.128,,
Laura2_Blank_BH_R3_T6,36,Laura2,Blank,BH,R3,T6,06132021_0352pm,8692,144.87,0.239,,
Emma2_DCPET_AMW_R1_T6,37,Emma2,DCPET,AMW,R1,T6,06132021_0352pm,8692,144.87,1.077,,
Emma2_DCPET_AMW_R2_T6,38,Emma2,DCPET,AMW,R2,T6,06132021_0352pm,8692,144.87,1.411,,
Emma2_DCPET_AMW_R3_T6,39,Emma2,DCPET,AMW,R3,T6,06132021_0352pm,8692,144.87,1.322,,
Laura1_DCPET_AMW_R1_T6,40,Laura1,DCPET,AMW,R1,T6,06132021_0352pm,8692,144.87,0.808,,
Laura1_DCPET_AMW_R2_T6,41,Laura1,DCPET,AMW,R2,T6,06132021_0352pm,8692,144.87,1.138,,
Laura1_DCPET_AMW_R3_T6,42,Laura1,DCPET,AMW,R3,T6,06132021_0352pm,8692,144.87,1.141,,
Laura2_DCPET_AMW_R1_T6,43,Laura2,DCPET,AMW,R1,T6,06132021_0352pm,8692,144.87,1.02,,
Laura2_DCPET_AMW_R2_T6,44,Laura2,DCPET,AMW,R2,T6,06132021_0352pm,8692,144.87,0.971,,
Laura2_DCPET_AMW_R3_T6,45,Laura2,DCPET,AMW,R3,T6,06132021_0352pm,8692,144.87,0.935,,
Emma2_Blank_AMW_R1_T6,46,Emma2,Blank,AMW,R1,T6,06132021_0352pm,8692,144.87,0.06,,
Emma2_Blank_AMW_R2_T6,47,Emma2,Blank,AMW,R2,T6,06132021_0352pm,8692,144.87,0.137,,
Emma2_Blank_AMW_R3_T6,48,Emma2,Blank,AMW,R3,T6,06132021_0352pm,8692,144.87,0.098,,
Laura1_Blank_AMW_R1_T6,49,Laura1,Blank,AMW,R1,T6,06132021_0352pm,8692,144.87,0.06,,
Laura1_Blank_AMW_R2_T6,50,Laura1,Blank,AMW,R2,T6,06132021_0352pm,8692,144.87,0.074,,
Laura1_Blank_AMW_R3_T6,51,Laura1,Blank,AMW,R3,T6,06132021_0352pm,8692,144.87,0.057,,
Laura2_Blank_AMW_R1_T6,52,Laura2,Blank,AMW,R1,T6,06132021_0352pm,8692,144.87,0.086,,
Laura2_Blank_AMW_R2_T6,53,Laura2,Blank,AMW,R2,T6,06132021_0352pm,8692,144.87,0.071,,
Laura2_Blank_AMW_R3_T6,54,Laura2,Blank,AMW,R3,T6,06132021_0352pm,8692,144.87,0.069,,
Blank_DCPET_AMW_R1_T6,55,Blank,DCPET,AMW,R1,T6,06132021_0352pm,8692,144.87,0.038,,
Blank_DCPET_AMW_R2_T6,56,Blank,DCPET,AMW,R2,T6,06132021_0352pm,8692,144.87,0.038,,
Blank_DCPET_AMW_R3_T6,57,Blank,DCPET,AMW,R3,T6,06132021_0352pm,8692,144.87,0.039,,
Blank_TPA_BH_R1_T6,58,Blank,TPA,BH,R1,T6,06132021_0352pm,8692,144.87,0.062,,
Blank_TPA_BH_R2_T6,59,Blank,TPA,BH,R2,T6,06132021_0352pm,8692,144.87,0.1,,
Blank_TPA_BH_R3_T6,60,Blank,TPA,BH,R3,T6,06132021_0352pm,8692,144.87,1.075,,
Blank_DCPET_BH_R1_T6,61,Blank,DCPET,BH,R1,T6,06132021_0352pm,8692,144.87,0.067,,
Blank_DCPET_BH_R2_T6,62,Blank,DCPET,BH,R2,T6,06132021_0352pm,8692,144.87,0.155,,
Blank_DCPET_BH_R3_T6,63,Blank,DCPET,BH,R3,T6,06132021_0352pm,8692,144.87,0.071,,
Blank_DCPET_ARW_R1_T6,64,Blank,DCPET,ARW,R1,T6,06132021_0352pm,8692,144.87,0.039,,
Blank_DCPET_ARW_R2_T6,65,Blank,DCPET,ARW,R2,T6,06132021_0352pm,8692,144.87,0.12,,
Blank_DCPET_ARW_R3_T6,66,Blank,DCPET,ARW,R3,T6,06132021_0352pm,8692,144.87,0.042,,
Emma2_TPA_BH_R1_T6,67,Emma2,TPA,BH,R1,T6,06132021_0352pm,8692,144.87,1.505,,
Emma2_TPA_BH_R2_T6,68,Emma2,TPA,BH,R2,T6,06132021_0352pm,8692,144.87,1.83,,
Emma2_TPA_BH_R3_T6,69,Emma2,TPA,BH,R3,T6,06132021_0352pm,8692,144.87,1.658,,
Laura1_TPA_BH_R1_T6,70,Laura1,TPA,BH,R1,T6,06132021_0352pm,8692,144.87,0.808,,
Laura1_TPA_BH_R2_T6,71,Laura1,TPA,BH,R2,T6,06132021_0352pm,8692,144.87,1.1,,
Laura1_TPA_BH_R3_T6,72,Laura1,TPA,BH,R3,T6,06132021_0352pm,8692,144.87,1.062,,
Laura2_TPA_BH_R1_T6,73,Laura2,TPA,BH,R1,T6,06132021_0352pm,8692,144.87,0.738,,
Laura2_TPA_BH_R2_T6,74,Laura2,TPA,BH,R2,T6,06132021_0352pm,8692,144.87,0.87,,
Laura2_TPA_BH_R3_T6,75,Laura2,TPA,BH,R3,T6,06132021_0352pm,8692,144.87,1.004,,
Emma2_DCPET_ARW_R1_T7,1,Emma2,DCPET,ARW,R1,T7,06142021_0930am,9570,159.5,1.363,1.024,11.7
Emma2_DCPET_ARW_R2_T7,2,Emma2,DCPET,ARW,R2,T7,06142021_0930am,9570,159.5,1.933,0.887,7.1
Emma2_DCPET_ARW_R3_T7,3,Emma2,DCPET,ARW,R3,T7,06142021_0930am,9570,159.5,1.708,0.961,7.2
Laura1_DCPET_ARW_R1_T7,4,Laura1,DCPET,ARW,R1,T7,06142021_0930am,9570,159.5,1.513,0.731,8.6
Laura1_DCPET_ARW_R2_T7,5,Laura1,DCPET,ARW,R2,T7,06142021_0930am,9570,159.5,0.446,0.676,4.7
Laura1_DCPET_ARW_R3_T7,6,Laura1,DCPET,ARW,R3,T7,06142021_0930am,9570,159.5,0.875,0.818,9.4
Laura2_DCPET_ARW_R1_T7,7,Laura2,DCPET,ARW,R1,T7,06142021_0930am,9570,159.5,0.82,0.688,8.8
Laura2_DCPET_ARW_R2_T7,8,Laura2,DCPET,ARW,R2,T7,06142021_0930am,9570,159.5,0.853,0.663,8.9
Laura2_DCPET_ARW_R3_T7,9,Laura2,DCPET,ARW,R3,T7,06142021_0930am,9570,159.5,1.195,0.643,8.3
Emma2_Blank_ARW_R1_T7,10,Emma2,Blank,ARW,R1,T7,06142021_0930am,9570,159.5,0.089,0.425,
Emma2_Blank_ARW_R2_T7,11,Emma2,Blank,ARW,R2,T7,06142021_0930am,9570,159.5,0.062,0.419,
Emma2_Blank_ARW_R3_T7,12,Emma2,Blank,ARW,R3,T7,06142021_0930am,9570,159.5,0.068,0.444,
Laura1_Blank_ARW_R1_T7,13,Laura1,Blank,ARW,R1,T7,06142021_0930am,9570,159.5,0.078,0.475,
Laura1_Blank_ARW_R2_T7,14,Laura1,Blank,ARW,R2,T7,06142021_0930am,9570,159.5,0.141,0.445,
Laura1_Blank_ARW_R3_T7,15,Laura1,Blank,ARW,R3,T7,06142021_0930am,9570,159.5,0.282,0.433,
Laura2_Blank_ARW_R1_T7,16,Laura2,Blank,ARW,R1,T7,06142021_0930am,9570,159.5,0.082,0.432,
Laura2_Blank_ARW_R2_T7,17,Laura2,Blank,ARW,R2,T7,06142021_0930am,9570,159.5,0.097,0.448,
Laura2_Blank_ARW_R3_T7,18,Laura2,Blank,ARW,R3,T7,06142021_0930am,9570,159.5,0.227,0.434,
Emma2_DCPET_BH_R1_T7,19,Emma2,DCPET,BH,R1,T7,06142021_0930am,9570,159.5,1.246,1.045,10.5
Emma2_DCPET_BH_R2_T7,20,Emma2,DCPET,BH,R2,T7,06142021_0930am,9570,159.5,1.275,1.014,8.9
Emma2_DCPET_BH_R3_T7,21,Emma2,DCPET,BH,R3,T7,06142021_0930am,9570,159.5,1.245,1.006,9.3
Laura1_DCPET_BH_R1_T7,22,Laura1,DCPET,BH,R1,T7,06142021_0930am,9570,159.5,0.952,0.625,11.1
Laura1_DCPET_BH_R2_T7,23,Laura1,DCPET,BH,R2,T7,06142021_0930am,9570,159.5,1.376,0.675,12.5
Laura1_DCPET_BH_R3_T7,24,Laura1,DCPET,BH,R3,T7,06142021_0930am,9570,159.5,0.964,0.698,10.9
Laura2_DCPET_BH_R1_T7,25,Laura2,DCPET,BH,R1,T7,06142021_0930am,9570,159.5,0.91,0.813,20
Laura2_DCPET_BH_R2_T7,26,Laura2,DCPET,BH,R2,T7,06142021_0930am,9570,159.5,1.389,0.674,9.5
Laura2_DCPET_BH_R3_T7,27,Laura2,DCPET,BH,R3,T7,06142021_0930am,9570,159.5,0.589,0.726,9.8
Emma2_Blank_BH_R1_T7,28,Emma2,Blank,BH,R1,T7,06142021_0930am,9570,159.5,0.234,0.466,
Emma2_Blank_BH_R2_T7,29,Emma2,Blank,BH,R2,T7,06142021_0930am,9570,159.5,0.094,0.464,
Emma2_Blank_BH_R3_T7,30,Emma2,Blank,BH,R3,T7,06142021_0930am,9570,159.5,0.288,0.478,
Laura1_Blank_BH_R1_T7,31,Laura1,Blank,BH,R1,T7,06142021_0930am,9570,159.5,0.502,0.46,
Laura1_Blank_BH_R2_T7,32,Laura1,Blank,BH,R2,T7,06142021_0930am,9570,159.5,0.507,0.456,
Laura1_Blank_BH_R3_T7,33,Laura1,Blank,BH,R3,T7,06142021_0930am,9570,159.5,0.407,0.477,
Laura2_Blank_BH_R1_T7,34,Laura2,Blank,BH,R1,T7,06142021_0930am,9570,159.5,0.221,0.475,
Laura2_Blank_BH_R2_T7,35,Laura2,Blank,BH,R2,T7,06142021_0930am,9570,159.5,0.114,0.46,
Laura2_Blank_BH_R3_T7,36,Laura2,Blank,BH,R3,T7,06142021_0930am,9570,159.5,0.116,0.482,
Emma2_DCPET_AMW_R1_T7,37,Emma2,DCPET,AMW,R1,T7,06142021_0930am,9570,159.5,1.201,1.137,9.7
Emma2_DCPET_AMW_R2_T7,38,Emma2,DCPET,AMW,R2,T7,06142021_0930am,9570,159.5,1.435,0.907,11.1
Emma2_DCPET_AMW_R3_T7,39,Emma2,DCPET,AMW,R3,T7,06142021_0930am,9570,159.5,1.352,0.983,12.2
Laura1_DCPET_AMW_R1_T7,40,Laura1,DCPET,AMW,R1,T7,06142021_0930am,9570,159.5,0.829,0.673,8
Laura1_DCPET_AMW_R2_T7,41,Laura1,DCPET,AMW,R2,T7,06142021_0930am,9570,159.5,1.015,0.699,6.4
Laura1_DCPET_AMW_R3_T7,42,Laura1,DCPET,AMW,R3,T7,06142021_0930am,9570,159.5,1.23,0.722,12.2
Laura2_DCPET_AMW_R1_T7,43,Laura2,DCPET,AMW,R1,T7,06142021_0930am,9570,159.5,1.026,0.686,10.5
Laura2_DCPET_AMW_R2_T7,44,Laura2,DCPET,AMW,R2,T7,06142021_0930am,9570,159.5,1.023,0.653,10.5
Laura2_DCPET_AMW_R3_T7,45,Laura2,DCPET,AMW,R3,T7,06142021_0930am,9570,159.5,0.999,0.71,9.7
Emma2_Blank_AMW_R1_T7,46,Emma2,Blank,AMW,R1,T7,06142021_0930am,9570,159.5,0.054,0.423,
Emma2_Blank_AMW_R2_T7,47,Emma2,Blank,AMW,R2,T7,06142021_0930am,9570,159.5,0.151,0.433,
Emma2_Blank_AMW_R3_T7,48,Emma2,Blank,AMW,R3,T7,06142021_0930am,9570,159.5,0.055,0.429,
Laura1_Blank_AMW_R1_T7,49,Laura1,Blank,AMW,R1,T7,06142021_0930am,9570,159.5,0.083,0.459,
Laura1_Blank_AMW_R2_T7,50,Laura1,Blank,AMW,R2,T7,06142021_0930am,9570,159.5,0.056,0.456,
Laura1_Blank_AMW_R3_T7,51,Laura1,Blank,AMW,R3,T7,06142021_0930am,9570,159.5,0.057,0.443,
Laura2_Blank_AMW_R1_T7,52,Laura2,Blank,AMW,R1,T7,06142021_0930am,9570,159.5,0.107,0.437,
Laura2_Blank_AMW_R2_T7,53,Laura2,Blank,AMW,R2,T7,06142021_0930am,9570,159.5,0.069,0.429,
Laura2_Blank_AMW_R3_T7,54,Laura2,Blank,AMW,R3,T7,06142021_0930am,9570,159.5,0.074,0.43,
Blank_DCPET_AMW_R1_T7,55,Blank,DCPET,AMW,R1,T7,06142021_0930am,9570,159.5,0.04,1.146,
Blank_DCPET_AMW_R2_T7,56,Blank,DCPET,AMW,R2,T7,06142021_0930am,9570,159.5,0.038,1.13,
Blank_DCPET_AMW_R3_T7,57,Blank,DCPET,AMW,R3,T7,06142021_0930am,9570,159.5,0.038,1.159,
Blank_TPA_BH_R1_T7,58,Blank,TPA,BH,R1,T7,06142021_0930am,9570,159.5,0.061,1.959,
Blank_TPA_BH_R2_T7,59,Blank,TPA,BH,R2,T7,06142021_0930am,9570,159.5,0.091,1.957,
Blank_TPA_BH_R3_T7,60,Blank,TPA,BH,R3,T7,06142021_0930am,9570,159.5,1.415,1.312,
Blank_DCPET_BH_R1_T7,61,Blank,DCPET,BH,R1,T7,06142021_0930am,9570,159.5,0.068,1.257,
Blank_DCPET_BH_R2_T7,62,Blank,DCPET,BH,R2,T7,06142021_0930am,9570,159.5,0.831,1.061,
Blank_DCPET_BH_R3_T7,63,Blank,DCPET,BH,R3,T7,06142021_0930am,9570,159.5,0.078,1.276,
Blank_DCPET_ARW_R1_T7,64,Blank,DCPET,ARW,R1,T7,06142021_0930am,9570,159.5,0.04,1.184,
Blank_DCPET_ARW_R2_T7,65,Blank,DCPET,ARW,R2,T7,06142021_0930am,9570,159.5,0.131,1.19,
Blank_DCPET_ARW_R3_T7,66,Blank,DCPET,ARW,R3,T7,06142021_0930am,9570,159.5,0.049,1.198,
Emma2_TPA_BH_R1_T7,67,Emma2,TPA,BH,R1,T7,06142021_0930am,9570,159.5,1.93,0.622,19.9
Emma2_TPA_BH_R2_T7,68,Emma2,TPA,BH,R2,T7,06142021_0930am,9570,159.5,1.249,0.572,19.7
Emma2_TPA_BH_R3_T7,69,Emma2,TPA,BH,R3,T7,06142021_0930am,9570,159.5,2.33,1.023,16.1
Laura1_TPA_BH_R1_T7,70,Laura1,TPA,BH,R1,T7,06142021_0930am,9570,159.5,0.728,0.687,11.1
Laura1_TPA_BH_R2_T7,71,Laura1,TPA,BH,R2,T7,06142021_0930am,9570,159.5,1.804,0.81,7.4
Laura1_TPA_BH_R3_T7,72,Laura1,TPA,BH,R3,T7,06142021_0930am,9570,159.5,1.28,0.69,26.5
Laura2_TPA_BH_R1_T7,73,Laura2,TPA,BH,R1,T7,06142021_0930am,9570,159.5,1.58,0.649,9.2
Laura2_TPA_BH_R2_T7,74,Laura2,TPA,BH,R2,T7,06142021_0930am,9570,159.5,2.187,0.664,15.4
Laura2_TPA_BH_R3_T7,75,Laura2,TPA,BH,R3,T7,06142021_0930am,9570,159.5,0.836,0.701,7
